Bit 1 [1, 2, 4, 6]
Bit 201 [3119397052553764198545151594513066553273642919265117342269440, 4726335096812754474087113686854229155795845913047910177570816, 6499616337059491789870724198910394918344761326108999927463936, 11154087273848715576254962056218879565884657888179081518776320]
Bit 202 [3119397052553764198545151594513066553273642919265117342269440, 11154087273848715576254962056218879565884657888179081518776320, 17581839450884676678422810425583529975973469863310252859981824, 24009591627920637780590658794948180386062281838441424201187328]
Bit 203 [11154087273848715576254962056218879565884657888179081518776320, 17581839450884676678422810425583529975973469863310252859981824, 28830405760697608607216545071971668193628890819789802707091456, 43292848159028521087094203903042131616328717763834938224803840]
Bit 204 [11154087273848715576254962056218879565884657888179081518776320, 43292848159028521087094203903042131616328717763834938224803840, 69003856867172365495765597380500733256683965664359623589625856, 94714865575316209904436990857959334897039213564884308954447872]
Bit 205 [43292848159028521087094203903042131616328717763834938224803840, 69003856867172365495765597380500733256683965664359623589625856, 113998122106424093210940535966053286127305649490277822978064384, 171847891699747743130451171290335139818104957266458365048913920]
Bit 206 [69003856867172365495765597380500733256683965664359623589625856, 113998122106424093210940535966053286127305649490277822978064384, 248980917824179276356465351722710944739170700968032421143379968, 319686191771574848480311683785722099250147632694475305896640512]
Bit 207 [69003856867172365495765597380500733256683965664359623589625856, 319686191771574848480311683785722099250147632694475305896640512, 525374261436725603749682831605390912372989615898672788815216640, 731062331101876359019053979425059725495831599102870271733792768]
Bit 208 [319686191771574848480311683785722099250147632694475305896640512, 525374261436725603749682831605390912372989615898672788815216640, 891756135527775386573250188659175985748051898481149555263930368, 1348126540097328624827167422884066164864357548715462720489521152]
Bit 209 [525374261436725603749682831605390912372989615898672788815216640, 891756135527775386573250188659175985748051898481149555263930368, 1965190749092780890635280866343072604232883498328055169245249536, 2537260692848981428728219371216526490730787764114729418612539392]
Bit 210 [891756135527775386573250188659175985748051898481149555263930368, 1965190749092780890635280866343072604232883498328055169245249536, 3816383376079137688059621196720091922338461347165832515512434688, 5256199863735192974945219231457773614198355229595214895942467584]
Bit 211 [891756135527775386573250188659175985748051898481149555263930368, 5256199863735192974945219231457773614198355229595214895942467584, 8547208978377605059255157596572474624163826960862374622639685632, 11838218093020017143565095961687175634129298692129534349336903680]
Bit 212 [891756135527775386573250188659175985748051898481149555263930368, 11838218093020017143565095961687175634129298692129534349336903680, 18420236322304841312184972691916577654060242154663853802731339776, 25002254551589665480804849422145979673991185617198173256125775872]
Bit 213 [11838218093020017143565095961687175634129298692129534349336903680, 18420236322304841312184972691916577654060242154663853802731339776, 27219829052667072061052757109576784065471825748618427368841674752, 44748309239444137986664479612834185733784016004801131616309084160]
Bit 214 [11838218093020017143565095961687175634129298692129534349336903680, 44748309239444137986664479612834185733784016004801131616309084160, 71076382156583434661143986533751793813507789854938409429886828544, 97404455073722731335623493454669401893231563705075687243464572928]
Bit 215 [11838218093020017143565095961687175634129298692129534349336903680, 97404455073722731335623493454669401893231563705075687243464572928, 150060600908001324684582507296504618052679111405350242870620061696, 202716746742279918033541521138339834212126659105624798497775550464]
Bit 216 [97404455073722731335623493454669401893231563705075687243464572928, 150060600908001324684582507296504618052679111405350242870620061696, 222462801430134390539401151329028040271919489493227756857958858752, 360685184245115698080418562663845482690469302206448465379242016768]
Bit 217 [150060600908001324684582507296504618052679111405350242870620061696, 222462801430134390539401151329028040271919489493227756857958858752, 518653621747951478127295604189351131168811945307272132260708483072, 643711968104363137331073262063709769547499871095424201875202768896]
Bit 218 [222462801430134390539401151329028040271919489493227756857958858752, 518653621747951478127295604189351131168811945307272132260708483072, 992558934256458818267926728765868076603839874609743132905107881984, 1361151955096408971710639825658714589719972708511665022295196303360]
Bit 219 [518653621747951478127295604189351131168811945307272132260708483072, 992558934256458818267926728765868076603839874609743132905107881984, 1907459468127049377706089594267754957374241015902013536926934499328, 2677555600953373805434615171704594993706161401018528912974083522560]
Bit 220 [518653621747951478127295604189351131168811945307272132260708483072, 2677555600953373805434615171704594993706161401018528912974083522560, 4362552267650288792601303614643321910808482927427314693043059163136, 6047548934347203779767992057582048827910804453836100473112034803712]
Bit 221 [2677555600953373805434615171704594993706161401018528912974083522560, 4362552267650288792601303614643321910808482927427314693043059163136, 7258640288535611426794049375944258799578098050942415252536611045376, 11102538934437948741268057386398229579217769033062457813318961725440]
Bit 222 [4362552267650288792601303614643321910808482927427314693043059163136, 7258640288535611426794049375944258799578098050942415252536611045376, 16157528934528693702768122715214410330524733612288815153525888647168, 20738613622110931324127556919454074136396670262212701493088416169984]
